Sno,Date of Auction,Auctioneer,No.of Lots,Total Qty Arrived (Kgs),Qty Sold (Kgs),MaxPrice (Rs./Kg),Avg.Price (Rs./Kg)
1,11-Jul-2024,"The Kerala Cardamom Processing and Marketing Company Limited, Thekkady",144,35375.9,34625.5,2995.00,2322.24
